video_id,channel_id,video_title,channel_title,category_name,live_upcoming_none,view_count,like_count,dislike_count,comment_count,published_at,tags,duration,definition,caption,thumbnail,url
_HGTvjC0xrw,UCXIJgqnII2ZOINSWNOGFThA,nj lowers flags to halfstaff indefinitely to honor coronavirus deaths,Fox News,News & Politics,none,46569,633,0,574,2020-04-05T12:08:06Z,"politics,Fox News Channel,Fox News,FNC,news,Coronavirus,wuhan coronavirus,wuhan china,Coronavirus treatment,Coronavirus china,coronavirus bill,public health,public health crisis,covid 19,coronavirus cases,us health,global health,coronavirus pandemic,China,Chinese government,coronavirus quarantine,virus,viral disease,diseases,social distancing,white house,coronavirus relief bill,Jeff Van Drew",PT4M29S,hd,True,https://i.ytimg.com/vi/_HGTvjC0xrw/default.jpg,https://www.youtube.com/watch?v=_HGTvjC0xrw
ob5_NvJz1io,UCXIJgqnII2ZOINSWNOGFThA,trump to declare national emergency amid coronavirus pandemic,Fox News,News & Politics,none,796564,7074,0,3533,2020-03-13T16:21:58Z,"Trump,President Trump,Donald Trump,Potus,President,White House,White House news,Trump news,us news,breaking news,donald trump,coronavirus update,fox news,fox news channel,coronavirus news,trump coronavirus,corona virus,trump on coronavirus,president trump coronavirus,trump coronavirus speech,covid-19 containment,coronavirus latest news,white house today,john roberts,harris faulkner,fox,news,outnumbered,trump news,trump today",PT3M19S,hd,True,https://i.ytimg.com/vi/ob5_NvJz1io/default.jpg,https://www.youtube.com/watch?v=ob5_NvJz1io
-r6mUnerPtc,UCXIJgqnII2ZOINSWNOGFThA,barstool sports founder on making the most of coronavirus quarantine,Fox News,News & Politics,none,75556,1164,0,127,2020-03-26T01:40:39Z,"Dave Portnoy,El Presidente,Barstool Sports,barstool sports founder,dave portnoy barstool sports,barstool sports pizza,dave portnoy pizza,dave portnoy coronavirus,tucker carlson dave portnoy,barstool,portnoy,dave portnoy purple pants,coronavirus,coronavirus pandemic,self isolation,quarantine,fnc,fox news,fox news channel,fox news network,carlson,tucker,tucker carlson,tucker carlson tonight,tucker reacts,tucker tonight,stooly,barstool sports investigates",PT4M2S,hd,True,https://i.ytimg.com/vi/-r6mUnerPtc/default.jpg,https://www.youtube.com/watch?v=-r6mUnerPtc
yA1hBTpXvb4,UCXIJgqnII2ZOINSWNOGFThA,coronavirus deaths will be dramatically decreased by end of may dr deborah birx,Fox News,News & Politics,none,1909443,16741,0,9279,2020-04-26T00:20:18Z,"special,politics,personality,Dr. Deborah Birx,Deborah Birx,White House,White House coronavirus,covid-19,coronavirus,coronavirus update,Trump,Donald Trump,Trump coronavirus,us news,coronavirus news,covid-19 updates,coronavirus updates,coronavirus latest news,covid-19 outbreak,coronavirus task force,white house briefing,white house press conference,coronavirus outbreak in china,coronavirus latest news today,white house coronavirus task force",PT6M37S,hd,True,https://i.ytimg.com/vi/yA1hBTpXvb4/default.jpg,https://www.youtube.com/watch?v=yA1hBTpXvb4
76J7SqZXG1g,UCXIJgqnII2ZOINSWNOGFThA,coronavirus pandemic questions answered  part ,Fox News,News & Politics,none,30925,403,0,124,2020-03-16T18:22:44Z,"Fox News Channel,Fox News,News,FNC,harris faulkner,harris faulkner fox news,outnumbered overtime,coronavirus pandemic,bill hemmer,bill hemmer fox news,coronavirus,corona virus,us coronavirus,coronavirus outbreak,coronavirus in the us,trump,trump coronavirus,pandemic,trump coronavirus task force,coronavirus task force,coronavirus response,us coronavirus response,coronavirus news,coronavirus updates",PT7M42S,hd,True,https://i.ytimg.com/vi/76J7SqZXG1g/default.jpg,https://www.youtube.com/watch?v=76J7SqZXG1g
rLezK6SQNNk,UCXIJgqnII2ZOINSWNOGFThA,ingraham persistence not politics during the coronavirus crisis,Fox News,News & Politics,none,149108,2984,0,655,2020-03-20T03:30:05Z,"coronavirus,coronavirus outbreak,covid-19,anthony fauci,fox news,fox news channel,fox news media,fox news network,fox news ingraham angle,ingraham,ingraham angle,ingraham angle monologue,ingraham angle tonight,ingraham tonight,laura ingraham,laura ingraham angle,laura ingraham monologue,laura ingraham tonight,thats the angle,the angle,the ingraham angle,trump coronavirus,hydroxychloroquine,chloroquine,hydroxychloroquine coronavirus,coronavirus pandemic",PT6M7S,hd,True,https://i.ytimg.com/vi/rLezK6SQNNk/default.jpg,https://www.youtube.com/watch?v=rLezK6SQNNk
wqX2PuPTOhM,UCXIJgqnII2ZOINSWNOGFThA,house passes b coronavirus package,Fox News,News & Politics,none,135519,1640,0,335,2020-12-22T02:47:48Z,"Fox News Channel,FNC,Fox News,fox news house,house of reps,house passes covid-19 package,house passes coronavirus package,coronavirus package,900B covid package,fox news breaking news,breaking news",PT5H8M41S,hd,False,https://i.ytimg.com/vi/wqX2PuPTOhM/default.jpg,https://www.youtube.com/watch?v=wqX2PuPTOhM
t3QvoyLJtQg,UCXIJgqnII2ZOINSWNOGFThA,white house coronavirus testing has ramped up in an unprecedented historic way,Fox News,News & Politics,none,80944,1523,0,867,2020-04-05T01:35:23Z,"politics,Fox News Channel,Fox News,FNC,news,Coronavirus,wuhan coronavirus,wuhan china,Coronavirus treatment,Coronavirus china,coronavirus bill,public health,public health crisis,covid 19,coronavirus cases,us health,global health,coronavirus pandemic,China,Chinese government,virus,social distancing,white house,coronavirus relief bill,coronavirus quarantine,viral disease,diseases",PT10M13S,hd,True,https://i.ytimg.com/vi/t3QvoyLJtQg/default.jpg,https://www.youtube.com/watch?v=t3QvoyLJtQg
EZ2TPymcdL4,UCXIJgqnII2ZOINSWNOGFThA,trump says us is on wartime footing in battle against coronavirus pandemic,Fox News,News & Politics,none,212806,2485,0,1508,2020-03-18T22:29:03Z,"President Trump,Donald Trump,Donald Trump coronavirus,coronavirus outbreak,coronavirus,coronavirus pandemic,trump press conference,coronavirus task force,trump coronavirus task force,mike pence,vice president mike pence,pence,trump,john roberts,fnc,fox news,fox news channel,fox news media,fox news network,coronavirus update,pandemic,public health,trump coronavirus,coronavirus us,us coronavirus,stock market news,covid-19 us",PT3M37S,hd,True,https://i.ytimg.com/vi/EZ2TPymcdL4/default.jpg,https://www.youtube.com/watch?v=EZ2TPymcdL4
EE1iX5HKELA,UCXIJgqnII2ZOINSWNOGFThA,nunes on chinas efforts to shift the narrative on coronavirus pandemic,Fox News,News & Politics,none,280238,3218,0,1912,2020-03-19T03:51:18Z,"politics,fox news @ night,Fox News Channel,Coronavirus,wuhan coronavirus,wuhan china,Coronavirus treatment,Coronavirus china,white house",PT7M35S,hd,True,https://i.ytimg.com/vi/EE1iX5HKELA/default.jpg,https://www.youtube.com/watch?v=EE1iX5HKELA
ebtpY4jZ9ds,UCXIJgqnII2ZOINSWNOGFThA,new study details lifespan of coronavirus in air on surfaces,Fox News,News & Politics,none,90750,1321,0,339,2020-03-19T16:08:27Z,"Fox News Channel,Fox News,News,health,Coronavirus,wuhan coronavirus,wuhan china,Coronavirus treatment,Coronavirus china,coronavirus bill,public health,public health crisis,covid 19,coronavirus cases,us health,global health,coronavirus pandemic,China,Chinese government,coronavirus quarantine,virus,viral disease,diseases,white house,coronavirus relief bill,social distancing",PT2M,hd,True,https://i.ytimg.com/vi/ebtpY4jZ9ds/default.jpg,https://www.youtube.com/watch?v=ebtpY4jZ9ds
9LBUutWsfBc,UCXIJgqnII2ZOINSWNOGFThA,traveling amid the coronavirus outbreak what you need to know,Fox News,News & Politics,none,16968,224,0,127,2020-03-09T17:58:00Z,"health,coronavirus,virus,coronavirus update,travel,travel info,travel during coronavirus,fox news,fox news channel,travelling,fox,news",PT2M14S,hd,False,https://i.ytimg.com/vi/9LBUutWsfBc/default.jpg,https://www.youtube.com/watch?v=9LBUutWsfBc
ocLK8aEXR98,UCXIJgqnII2ZOINSWNOGFThA,cdc analysis shows coronavirus poses serious risk for young people,Fox News,News & Politics,none,125503,2043,0,868,2020-03-19T04:03:18Z,"fox news @ night,personality,health|infectious_disease,health|infectious_disease|coronavirus,primary_health,health,personality|shannon_bream,on_air",PT5M45S,hd,True,https://i.ytimg.com/vi/ocLK8aEXR98/default.jpg,https://www.youtube.com/watch?v=ocLK8aEXR98
VdK77bhAwO0,UCXIJgqnII2ZOINSWNOGFThA,tucker experts cant predict when coronavirus pandemic will end,Fox News,News & Politics,none,648026,14526,0,5991,2020-04-08T00:54:31Z,"coronavirus models,modeling coronavirus,economic shutdown,dr. fauci economy,tucker on fauci,tucker on coronavirus,coronavirus data,coronavirus china,chinese coronavirus data,coronavirus peak,fnc,fox news,fox news channel,fox news media,fox news network,carlson,tucker,tucker carlson,tucker carlson monologue,tucker carlson monologue tonight,tucker monologue,tucker reacts,tucker tonight,coronavirus,coronavirus outbreak,coronavirus pandemic,covid-19",PT12M14S,hd,True,https://i.ytimg.com/vi/VdK77bhAwO0/default.jpg,https://www.youtube.com/watch?v=VdK77bhAwO0
qLy8ISicMDI,UCXIJgqnII2ZOINSWNOGFThA,navy captain fired for flagging coronavirus outbreak on ship,Fox News,News & Politics,none,591918,5860,0,5170,2020-04-03T15:39:26Z,"Fox News Channel,Fox News,News,politics,breaking news,coronavirus,coronavirus cases,navy,us navy,military,us military,military coronavirus,navy captain,jennifer griffin,covid-19,covid 19,navy coronavirus,navy ship coronavirus,military coronavirus cases,us armed forces,coronavirus news,latest coronavirus,coronavirus updates,USS Theodore Roosevelt,thomas modly,pentagon,coronavirus outbreak,covid-19 updates,coronavirus latest news",PT2M38S,hd,True,https://i.ytimg.com/vi/qLy8ISicMDI/default.jpg,https://www.youtube.com/watch?v=qLy8ISicMDI
sPrbGU0Wyh4,UCXIJgqnII2ZOINSWNOGFThA,tucker big tech censors dissent over coronavirus lockdowns,Fox News,News & Politics,none,6920800,143151,0,24682,2020-04-29T00:51:40Z,"Dave Rubin,Don't Burn this book,Dave Rubin book,dave rubin tucker carlson,california doctors,big tech censors,youtube removes video,youtube removes doctor video,dan erickson,dan erickson video,american college of emergency physicians,doctors video removed from youtube,acep aaerm joint statement,youtube takes down doctors video,tucker,tucker carlson,tucker carlson tonight,tucker monologue,tucker monologue tonight,tucker tonight,Fox news,fox news channel",PT14M57S,hd,True,https://i.ytimg.com/vi/sPrbGU0Wyh4/default.jpg,https://www.youtube.com/watch?v=sPrbGU0Wyh4
IwpM0n8Hspg,UCXIJgqnII2ZOINSWNOGFThA,biden to discuss developing a coronavirus vaccine,Fox News,News & Politics,none,92749,645,0,3317,2020-09-16T20:26:27Z,"Fox News Channel,Fox News,News,FNC,live,live stream,livestream,fox news live,fox news live stream,fox live,fox live stream,biden,joe biden,biden 2020,joe biden 2020,biden campaign,harris,kamala harris,joe biden kamala harris,biden harris,biden harris 2020,biden kamala harris,election,2020 election,presidential election,election news",PT26M28S,hd,False,https://i.ytimg.com/vi/IwpM0n8Hspg/default.jpg,https://www.youtube.com/watch?v=IwpM0n8Hspg
Pevfw17JS6k,UCXIJgqnII2ZOINSWNOGFThA,gutfeld on promising new treatments on the coronavirus,Fox News,News & Politics,none,152512,3290,0,1040,2020-03-23T23:01:39Z,"The Five,The Five Greg Gutfeld,Greg Gutfeld,Gutfeld,Greg Gutfeld Monologue,Gutfeld Monologue,Gutfeld Tonight,Greg Gutfeld Monologue tonight,Greg Gutfeld reacts,juan williams,dana perrino,dagen mcdowell,jesse watters,Greg Gutfeld china,greg gutfeld medicine,coronavirus,the five coronavirus,fnc,fox news,fox news channel,fox news media,fox news network,malaria drug,hydroxychloroquine,coronavirus hydroxychloroquine,covid-19,covid-19 treatment,new york",PT7M45S,hd,True,https://i.ytimg.com/vi/Pevfw17JS6k/default.jpg,https://www.youtube.com/watch?v=Pevfw17JS6k
VtcL02rleNU,UCXIJgqnII2ZOINSWNOGFThA,coronavirus patients mistakenly delivered to hospital ship comfort,Fox News,News & Politics,none,451793,2926,0,1975,2020-04-04T21:35:56Z,"Fox News Channel,Fox News,health,USNS Comfort,Comfort,Comfort coronavirus,Comfort patients,new york coronavirus,trump,donald trump,coronavirus pandemic,coronavirus outbreak,coronavirus update,coronavirus news,coronavirus latest news,breaking news,coronavirus news usa,coronavirus latest news update,fox news today,usns comfort arrives in nyc",PT1M52S,hd,True,https://i.ytimg.com/vi/VtcL02rleNU/default.jpg,https://www.youtube.com/watch?v=VtcL02rleNU
hIpCSt6NUJg,UCXIJgqnII2ZOINSWNOGFThA,ingraham what we still dont know about coronavirus pandemic,Fox News,News & Politics,none,289240,6371,0,1937,2020-03-18T03:40:19Z,"Fox News Channel,Fox News,News,opinion,the ingraham angle,ingraham angle,laura ingraham,ingraham,ingraham monologue,laura ingraham monologue,laura ingraham angle,ingraham the angle,china,china virus,wuhan,wuhan virus,coronavirus,fox news coronavirus,coronavirus pandemic,pandemic,covid-19,covid 19,coronavirus in the us,us coronavirus,coronavirus facts,covid-19 facts,coronavirus testing,coronavirus outbreak,corona virus,coronavirus response",PT8M9S,hd,True,https://i.ytimg.com/vi/hIpCSt6NUJg/default.jpg,https://www.youtube.com/watch?v=hIpCSt6NUJg
N9TdWNrTLF8,UCXIJgqnII2ZOINSWNOGFThA,dni ratcliffe coronavirus pandemic created opportunity to vote differently,Fox News,News & Politics,none,60843,1485,0,466,2020-12-06T17:30:00Z,"Fox News Channel,Fox News,news,politics,China,US China,Trump administration",PT3M42S,hd,True,https://i.ytimg.com/vi/N9TdWNrTLF8/default.jpg,https://www.youtube.com/watch?v=N9TdWNrTLF8
ebH3NDpXoVs,UCXIJgqnII2ZOINSWNOGFThA,religious leaders emphasize importance of faith during coronavirus pandemic,Fox News,News & Politics,none,21205,413,0,390,2020-04-12T15:48:04Z,"health,faith,easter sunday,easter,easter service,easter resurrection,rabbi,priest,priest and rabbi,faith during coronavirus,coronavirus easter,father dave dwyer,dave dwyer,rabbi evan moffic,evan moffic,coronavirus religious services,religious freedom,coronavirus,coronavirus outbreak,coronavirus pandemic,coronavirus presser,coronavirus updates,covid-19,covid-19 pandemic,outbreak,pandemic,fnc,fox news,fox news channel,fox news media,fox news network",PT11M9S,hd,True,https://i.ytimg.com/vi/ebH3NDpXoVs/default.jpg,https://www.youtube.com/watch?v=ebH3NDpXoVs
-uc_ZdJ-kAo,UCXIJgqnII2ZOINSWNOGFThA,trump receives a coronavirus briefing from officials at the cdc,Fox News,News & Politics,none,164264,3318,0,494,2020-03-06T22:39:06Z,"Trump,President Trump,Donald Trump,Potus,President,White House,White House news,Trump news,trump remarks,trump remarks live,trump speech,Trump speech live,trump live,trump news,trump today,White House Live,White House Today,White House News,Fox news live,fox news live stream,live stream,fox live,Live updates,live video,Live news,fox live stream,trump coronavirus address,trump coronavirus live stream,trump coronavirus news conference",PT47M46S,hd,False,https://i.ytimg.com/vi/-uc_ZdJ-kAo/default.jpg,https://www.youtube.com/watch?v=-uc_ZdJ-kAo
_FUiPbzoGSQ,UCXIJgqnII2ZOINSWNOGFThA,ben carson on coronavirus pandemic we cant operate out of hysteria,Fox News,News & Politics,none,247389,5012,0,1519,2020-04-10T00:14:46Z,"health,ben carson,ben carson HUD,carson,Ben Carson fox news,HUD secretary,ben carsn coronavirus,coronavirus economy,american economy,americans woried about economy,health disparities,minority health disparities,coronavirus models,the story,the story martha maccallum,martha maccallum,maccallum,ben carson maccallum,coronavirus,coronavirus outbreak,coronavirus pandemic,covid-19,fox news,fox news channel,fox news media,fox news network,covid-19 pandemic",PT6M36S,hd,True,https://i.ytimg.com/vi/_FUiPbzoGSQ/default.jpg,https://www.youtube.com/watch?v=_FUiPbzoGSQ
RHFV0XcJxww,UC16niRr50-MSBwiO3YDb3RA,coronavirus what has covid done for climate crisis  bbc news,BBC News,News & Politics,none,77716,1410,0,521,2021-01-05T10:07:47Z,"bbc,bbc news,news",PT2M45S,hd,False,https://i.ytimg.com/vi/RHFV0XcJxww/default.jpg,https://www.youtube.com/watch?v=RHFV0XcJxww
YK_gq3PC7TE,UC16niRr50-MSBwiO3YDb3RA,coronavirus disease named covid  bbc news,BBC News,News & Politics,none,887344,6852,0,2481,2020-02-12T07:17:42Z,"bbc,bbc news,news",PT9M38S,hd,False,https://i.ytimg.com/vi/YK_gq3PC7TE/default.jpg,https://www.youtube.com/watch?v=YK_gq3PC7TE
ArFQdvF8vDE,UC16niRr50-MSBwiO3YDb3RA,coronavirus explained in  seconds  bbc news,BBC News,News & Politics,none,271169,2241,0,263,2020-03-19T12:27:10Z,"bbc,bbc news,news,China coronavirus,coronavirus,coronavirus news,coronavirus symptoms,coronavirus latest,coronavirus cases,coronavirus deaths,corona virus,corona virus news,corona virus latest,china news,chinese news,world TV,BBC World,world news,covid 19,covid-19,Coronavirus Explained,corona virus US,corona Virus trump,donald trump,president trump,corona",PT1M23S,hd,False,https://i.ytimg.com/vi/ArFQdvF8vDE/default.jpg,https://www.youtube.com/watch?v=ArFQdvF8vDE
0sKlL4k2-sc,UC16niRr50-MSBwiO3YDb3RA,coronavirus how to fly during a pandemic  bbc news,BBC News,News & Politics,none,65616,653,0,156,2020-06-23T13:31:51Z,"bbc,bbc news,news,coronavirus,covid-19,travel,pandemic,lockdown,flying,holiday,airports,airline,Laura Foster",PT1M50S,hd,False,https://i.ytimg.com/vi/0sKlL4k2-sc/default.jpg,https://www.youtube.com/watch?v=0sKlL4k2-sc
P2y1sIr913Y,UC16niRr50-MSBwiO3YDb3RA,coronavirus uk government announces drastic measures to tackle outbreak  bbc news,BBC News,News & Politics,none,738493,5141,0,2258,2020-03-16T22:40:25Z,"bbc,bbc news,news,coronavirus,pandemic,world health organization,self-isolation,social distancing,nightlife,over 70s,pregnant women,pregnancy,covid 19,covid-19,illness,virus,chronic illness,nhs,national health service",PT10M31S,hd,False,https://i.ytimg.com/vi/P2y1sIr913Y/default.jpg,https://www.youtube.com/watch?v=P2y1sIr913Y
mmSJQul260g,UC16niRr50-MSBwiO3YDb3RA,coronavirus what is a pandemic and why use the term now   bbc news,BBC News,News & Politics,none,419793,3185,0,869,2020-03-12T07:26:11Z,"bbc,bbc news,news,China coronavirus,coronavirus,coronavirus news,coronavirus symptoms,coronavirus latest,coronavirus cases,coronavirus deaths,corona virus,corona virus news,corona virus latest,china news,chinese news,world TV,BBC World,world news,covid 19,covid-19,Coronavirus Explained",PT7M45S,hd,False,https://i.ytimg.com/vi/mmSJQul260g/default.jpg,https://www.youtube.com/watch?v=mmSJQul260g
RSZoDTvgEr8,UC16niRr50-MSBwiO3YDb3RA,coronavirus is there a link between the severity of covid and air pollution  bbc news,BBC News,News & Politics,none,107935,772,0,524,2020-04-15T11:55:58Z,"bbc,bbc news,news",PT5M5S,hd,False,https://i.ytimg.com/vi/RSZoDTvgEr8/default.jpg,https://www.youtube.com/watch?v=RSZoDTvgEr8
LYQLr45rtZk,UC16niRr50-MSBwiO3YDb3RA,india coronavirus my city is under siege from covid,BBC News,News & Politics,none,1252399,13138,0,4479,2021-05-12T11:15:02Z,"bbc,bbc news,news,India,Covid,Coronavirus,Covid Pandemic,pandemic,Delhi",PT7M46S,hd,False,https://i.ytimg.com/vi/LYQLr45rtZk/default.jpg,https://www.youtube.com/watch?v=LYQLr45rtZk
dc11uZ7_PnU,UC16niRr50-MSBwiO3YDb3RA,coronavirus in the uk the first  days  bbc news,BBC News,News & Politics,none,259473,2321,0,829,2020-05-09T16:42:04Z,"bbc,bbc news,news,coronavirus,covid-19,pandemic,health,United Kingdom",PT6M12S,hd,False,https://i.ytimg.com/vi/dc11uZ7_PnU/default.jpg,https://www.youtube.com/watch?v=dc11uZ7_PnU
UNZRvU923Jo,UC16niRr50-MSBwiO3YDb3RA,coronavirus th uk case confirmed  bbc news,BBC News,News & Politics,none,303506,2426,0,852,2020-02-12T22:40:46Z,"bbc,bbc news,news,coronavirus,Huw Edwards,Virus,health,Hugh Pym,Tulip Mazumdar,UK",PT4M55S,hd,False,https://i.ytimg.com/vi/UNZRvU923Jo/default.jpg,https://www.youtube.com/watch?v=UNZRvU923Jo
hHcY4Vw532Y,UC16niRr50-MSBwiO3YDb3RA,excess deaths how many are dying from coronavirus  bbc news,BBC News,News & Politics,none,185439,1167,0,571,2020-06-19T09:49:02Z,"bbc,bbc news,news",PT7M32S,hd,False,https://i.ytimg.com/vi/hHcY4Vw532Y/default.jpg,https://www.youtube.com/watch?v=hHcY4Vw532Y
uGVvsn7Q7mY,UC16niRr50-MSBwiO3YDb3RA,coronavirus first british death  bbc news,BBC News,News & Politics,none,745217,5157,0,659,2020-02-28T22:42:09Z,"bbc,bbc news,news,coronavirus,diamond princess,surrey,hugh pym,fergus walsh,japan",PT11M15S,hd,False,https://i.ytimg.com/vi/uGVvsn7Q7mY/default.jpg,https://www.youtube.com/watch?v=uGVvsn7Q7mY
tSCWs85mye8,UC16niRr50-MSBwiO3YDb3RA,coronavirus the impact of covid on women  bbc news,BBC News,News & Politics,none,21702,243,0,114,2020-06-25T10:05:25Z,"bbc,bbc news,news",PT4M51S,hd,False,https://i.ytimg.com/vi/tSCWs85mye8/default.jpg,https://www.youtube.com/watch?v=tSCWs85mye8
cIhak7--M8Q,UC16niRr50-MSBwiO3YDb3RA,coronavirus in india inside a mumbai hospital icu,BBC News,News & Politics,none,8647574,29849,0,1765,2020-06-26T11:16:06Z,"bbc,bbc news,news",PT3M7S,hd,False,https://i.ytimg.com/vi/cIhak7--M8Q/default.jpg,https://www.youtube.com/watch?v=cIhak7--M8Q
7fRmK51-Q5o,UC16niRr50-MSBwiO3YDb3RA,coronavirus us buys nearly all of covid drug remdesivir  bbc news,BBC News,News & Politics,none,67536,483,0,556,2020-07-02T10:10:02Z,"bbc,bbc news,news",PT4M3S,hd,False,https://i.ytimg.com/vi/7fRmK51-Q5o/default.jpg,https://www.youtube.com/watch?v=7fRmK51-Q5o
xqK4NfOOF9A,UC16niRr50-MSBwiO3YDb3RA,coronavirus and ibuprofen separating fact from fiction  bbc news,BBC News,News & Politics,none,234301,1833,0,473,2020-03-18T11:22:29Z,"bbc,bbc news,news,China coronavirus,coronavirus,coronavirus news,coronavirus symptoms,coronavirus latest,coronavirus cases,coronavirus deaths,corona virus,corona virus news,corona virus latest,china news,chinese news,world TV,BBC World,world news,covid 19,covid-19,Coronavirus Explained,corona virus US,corona Virus trump,donald trump,president trump,corona",PT3M54S,hd,False,https://i.ytimg.com/vi/xqK4NfOOF9A/default.jpg,https://www.youtube.com/watch?v=xqK4NfOOF9A
9nrZwjcjS1A,UC16niRr50-MSBwiO3YDb3RA,coronavirus impact on global economy  bbc news,BBC News,News & Politics,none,207004,1611,0,554,2020-05-01T11:43:10Z,"bbc,bbc news,news",PT10M1S,hd,False,https://i.ytimg.com/vi/9nrZwjcjS1A/default.jpg,https://www.youtube.com/watch?v=9nrZwjcjS1A
NAV3CmA5rBU,UC16niRr50-MSBwiO3YDb3RA,covid indias coronavirus outbreak in  seconds  bbc news,BBC News,News & Politics,none,264773,3094,0,1093,2020-10-12T07:36:44Z,"bbc,bbc news,news",PT3M31S,hd,False,https://i.ytimg.com/vi/NAV3CmA5rBU/default.jpg,https://www.youtube.com/watch?v=NAV3CmA5rBU
gtf9j06EOvo,UC16niRr50-MSBwiO3YDb3RA,coronavirus nations heading in wrong direction with covid says who  bbc news,BBC News,News & Politics,none,111696,825,0,775,2020-07-14T11:19:56Z,"bbc,bbc news,news",PT9M40S,hd,False,https://i.ytimg.com/vi/gtf9j06EOvo/default.jpg,https://www.youtube.com/watch?v=gtf9j06EOvo
3AgxeIVrH24,UC16niRr50-MSBwiO3YDb3RA,coronavirus v influenza how do the two viruses compare  bbc news,BBC News,News & Politics,none,406549,3205,0,1015,2020-03-04T07:43:00Z,"bbc,bbc news,news",PT4M32S,hd,False,https://i.ytimg.com/vi/3AgxeIVrH24/default.jpg,https://www.youtube.com/watch?v=3AgxeIVrH24
NwPwj45CAIc,UC16niRr50-MSBwiO3YDb3RA,coronavirus frances ancient burial brotherhood defies covid  bbc news,BBC News,News & Politics,none,64831,587,0,127,2020-06-14T10:43:53Z,"bbc,bbc news,news",PT2M19S,hd,False,https://i.ytimg.com/vi/NwPwj45CAIc/default.jpg,https://www.youtube.com/watch?v=NwPwj45CAIc
PkYsjYKxXFU,UC16niRr50-MSBwiO3YDb3RA,south africa endures coronavirus crisis as health services collapse   bbc news,BBC News,News & Politics,none,200291,1702,0,916,2020-07-15T21:48:46Z,"bbc,bbc news,news,coronavirus,virus,eastern,cape,health,services,collapse,crisis,South Africa,failure,pandemic,staff,strike,sick,infected,infections,cases,Covid,Covid-19,babies,dying,overcrowding,wards,doctors,nurses,corrupt,corruption,Huw Edwards,Andrew Harding,Port Elizabeth",PT4M32S,hd,False,https://i.ytimg.com/vi/PkYsjYKxXFU/default.jpg,https://www.youtube.com/watch?v=PkYsjYKxXFU
v2r1cnTUnkE,UC16niRr50-MSBwiO3YDb3RA,coronavirus crisis china eases lockdown in wuhan where the pandemic began  bbc news,BBC News,News & Politics,none,376793,2159,0,2914,2020-04-07T22:19:57Z,"bbc,bbc news,news,china,wuhan,lockdown,easing,restrictions,coronavirus,virus,infections,covid,covid-19,deaths,banks,lending,loans,business,businesses,emergency,NatWest,RBS,Alison Rose,Chief Executive,bank,Huw Edwards,John Sudworth,China Correspondent,Beijing,Simon Jack,Business Editor,infection",PT6M44S,hd,False,https://i.ytimg.com/vi/v2r1cnTUnkE/default.jpg,https://www.youtube.com/watch?v=v2r1cnTUnkE
CuneZ1LhbQ0,UC16niRr50-MSBwiO3YDb3RA,coronavirus brazil records thirdhighest covid infection level  bbc news,BBC News,News & Politics,none,96041,673,0,263,2020-05-20T10:27:04Z,"bbc,bbc news,news",PT5M31S,hd,False,https://i.ytimg.com/vi/CuneZ1LhbQ0/default.jpg,https://www.youtube.com/watch?v=CuneZ1LhbQ0
SLhGsTuE0ik,UC16niRr50-MSBwiO3YDb3RA,coronavirus us supports lifting covid vaccine patents  bbc newsnight,BBC News,News & Politics,none,85794,545,0,844,2021-05-05T23:13:02Z,"bbc,bbc news,news,Coronavirus,covid19,covid,intellectual property rights,Biden,Joe Biden,covid vaccines,pandemic,global pandemic,world trade organisation,WTO,David milliband,bbc newsnight,newsnight,miliband,maitlis,Emily maitlis",PT10M23S,hd,False,https://i.ytimg.com/vi/SLhGsTuE0ik/default.jpg,https://www.youtube.com/watch?v=SLhGsTuE0ik
lHVNvFX8Bfg,UC16niRr50-MSBwiO3YDb3RA,coronavirus when can i get the covid vaccine  bbc news,BBC News,News & Politics,none,142653,1107,0,1792,2020-11-27T10:33:17Z,"bbc,bbc news,news",PT4M18S,hd,False,https://i.ytimg.com/vi/lHVNvFX8Bfg/default.jpg,https://www.youtube.com/watch?v=lHVNvFX8Bfg
JP7OtUAVAjE,UC16niRr50-MSBwiO3YDb3RA,coronavirus ended our marriage  bbc news,BBC News,News & Politics,none,93813,777,0,516,2020-12-05T17:00:18Z,"bbc,bbc news,news,divorce,marriage,relationships,covid,covid-19,vaccine,coronavirus,pandemic",PT6M57S,hd,False,https://i.ytimg.com/vi/JP7OtUAVAjE/default.jpg,https://www.youtube.com/watch?v=JP7OtUAVAjE
2bSvL87r1Go,UC16niRr50-MSBwiO3YDb3RA,coronavirus how mexican cartels are taking advantage of pandemic  bbc news,BBC News,News & Politics,none,325230,4426,0,1043,2020-07-10T14:34:57Z,"bbc,bbc news,news",PT3M25S,hd,False,https://i.ytimg.com/vi/2bSvL87r1Go/default.jpg,https://www.youtube.com/watch?v=2bSvL87r1Go
BbJVVpQ-RYM,UC16niRr50-MSBwiO3YDb3RA,yemen bracing for coronavirus outbreak  bbc news,BBC News,News & Politics,none,36022,376,0,0,2020-05-15T16:18:30Z,"bbc,bbc news,news,coronavirus,covid-19,Yemen,civil war",PT5M1S,hd,False,https://i.ytimg.com/vi/BbJVVpQ-RYM/default.jpg,https://www.youtube.com/watch?v=BbJVVpQ-RYM
